MP02935,0.00524006243830367
MP02936,-0.206214010018313
MP02937,0.131246876939849
MP02939,0.392026057864745
MP02941,-0.187223214515272
MP02950,0.144954174698026
MP02953,0.128294402145427
MP02957,-0.0984779669074007
MP02959,0.250562745454547
MP02961,0.0272701755183659
MP02962,-0.0424469156236527
MP02964,0.233041978553853
MP02972,-0.0575676074071958
MP02973,0.189910626919176
MP02975,0.189379192233818
MP02976,-0.0771714603943866
MP02977,0.000789351381065715
MP02978,0.0812233913344787
MP02984,0.226534057626877
MP02985,-0.038531583619422
MP02987,-0.125656476841151
MP02988,0.135704930776656
MP02989,-0.344283616230145
MP02991,0.0998057756002549
MP02992,-0.0912777936202254
MP02996,0.186738440323276
MP03032,0.894173659849032
MP03041,-0.0270348858028397
MP03047,-0.00505540955332874
MP03057,-0.0420103643568398
MP03058,-0.386249163161632
MP03063,-0.880325292932514
MP03062,-0.186226092116988
MP03145,0.266889526961206
MP03153,-0.0404103518990071
